"","name","Base Currency","ISIN","secid","Global Broad Category Group","Morningstar Category","Firm Investment Objective","Strategy Name","Domicile","Fund Legal Structure","Firm Name","Branding Name","Inception Date","Obsolete Date","Status","Manager Name","Manager History","Manager Tenure (Longest)","Manager Tenure (Average)","Primary Prospectus Benchmark","Net Assets Date","Net Assets - Share Class USD","Fund Size Date","Fund Size USD","Portfolio Date","Turnover Ratio % Date","Turnover Ratio %","...28","Gender","Start Date for Managed Investment","Lockup Months","Minimum Investment (Base Currency)","Minimum Initial Unit","Uses Leverage","Avg Leverage","Management Fee","Max Management Fee","Performance Fee","Performance Fee Note","Redemption Fee","Hurdle Rate","High Watermark","Beta Hedge Extent"
"46","Basix Capital Fund LP","US Dollar",NA,"FHUSA04AMZ","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","Basix Capital, LLC","Basix Capital",2002-01-01,2013-01-01,0,NA,"[2002-01-01 -- 2013-01-01] Matthew P. Spotswood;[2002-01-01 -- 2013-01-01] Jacqueline Keyser;",NA,NA,"Russell 2000 TR USD",2012-09-30,12394146,NA,NA,2006-12-31,2006-12-31,150,NA,NA,NA,12,5e+05,"Monetary","Yes",0,0.25,1,20,NA,NA,0,"Yes","Partial"
"47","Alpha Equity Real Estate Mar Neu Fd","US Dollar",NA,"FHUSA04AME","Alternative","HF Equity Market Neutral",NA,"Equity Arbitrage - Real Estate Market Ne","United States","Partnership (3C1)","Alpha Equity Management LLC","Alpha Equity",2003-01-01,2009-12-31,0,NA,"[2003-01-01 -- 2009-12-31] Kevin M. Means;[2003-01-01 -- 2009-12-31] Vince Fioramonti;",NA,NA,"USTREAS Stat US T-Bill 90 Day TR",2009-12-31,1334485,NA,NA,NA,2006-12-31,400,NA,NA,NA,0,5e+05,"Monetary","No",NA,1,1,20,"20% of profits in excess of the benchmark Index",NA,0,"Yes",NA
"48","AlphaGen Acamar Fund Limited (Class A)","US Dollar",NA,"FOUSA06MV0","Alternative","HF Europe Long/Short Equity",NA,"UK Equity Long/Short","Cayman Islands","Unstructured Hedge Fund","Gartmore Investment Ltd","Gartmore",2006-04-01,2011-09-19,0,NA,"[2006-04-03 -- 2012-01-13] Roger Guy;[2006-04-03 -- 2010-10-19] Guillaume Rambourg;",NA,NA,"S&P 500 TR USD",NA,NA,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,1e+05,"Monetary","Yes",NA,1,1,15,NA,1,NA,"Yes",NA
"49","AlphaGen Aldebaran Fund Ltd (Class A)","US Dollar",NA,"FOUSA06MUJ","Alternative","HF Global Long/Short Equity",NA,"Global Equity-o","Cayman Islands","Unstructured Hedge Fund","Gartmore Investment Ltd","Gartmore",2005-02-23,2012-02-29,0,NA,"[2005-03-01 -- 2012-04-02] Neil Rogan;[2005-03-01 -- 2012-04-02] Ben Walker;",NA,NA,"S&P 500 TR USD",NA,NA,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,1e+05,"Monetary","Yes",NA,1.5,1.5,20,NA,2,NA,"Yes",NA
"50","AlphaGen Crucis Fund Limited (Class A)","US Dollar","KYG0221V1077","FOUSA06MUN","Alternative","HF Equity Market Neutral",NA,"Equity Arb-o","Cayman Islands","Unstructured Hedge Fund","Gartmore Investment Ltd","Gartmore",2005-01-24,2011-09-19,0,NA,"[2005-02-01 -- 2011-09-19] Michael Gleason",NA,NA,"S&P 500 TR USD",NA,NA,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,1e+05,"Monetary","Yes",NA,2,2,20,NA,2,NA,"Yes",NA
"51","AlphaGen Eltanin Fund Limited (Class A)","US Dollar",NA,"FOUSA06MUO","Alternative","HF Asia/Pacific Long/Short Equity",NA,"Asia Equity-o","Cayman Islands","Unstructured Hedge Fund","Gartmore Investment Ltd","Gartmore",2005-11-01,2011-09-19,0,NA,"[2005-11-01 -- 2011-09-19] Michael Gleason",NA,NA,NA,NA,NA,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,1e+05,"Monetary","Yes",NA,1.5,1.5,20,NA,2,NA,"Yes",NA
"52","AlphaGen EtaCas Fund Limited (Class A)","US Dollar","KYG022491032","FOUSA06MUP","Alternative","HF Emerging Markets Long/Short Equity","Janus’ vision is to be a trusted partner for our clients by consistently delivering global investment excellence. Our long-term strategy of “intelligent diversification” is focused on reducing the volatility and riskiness of our business through the diversification of product offerings, distribution capabilities and geographic presence. Our current strategic initiatives are focused on:

• Further stabilizing investment performance and growing our equity franchise
• Growing our fixed income business, maximizing opportunities for the fundamental and global macro strategies
• Strengthening our distribution capabilities to better serve our clients
• Delivering on our client promises
• Providing clients with operational excellence","Emerging-o","Cayman Islands","Unstructured Hedge Fund","Janus Capital Management LLC","Janus",2005-12-01,2013-07-31,0,NA,"[2005-12-01 -- 2013-07-31] Nigel Kennet;[2005-12-01 -- 2013-07-31] John Lambert;",NA,NA,NA,2012-07-31,43867553,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,1e+05,"Monetary","Yes",NA,1.5,1.5,20,NA,2,NA,"Yes",NA
"53","AlphaGen Hokuto Fund Limited (Class A)","US Dollar","KYG114561114","FOUSA06MUQ","Alternative","HF Asia/Pacific Long/Short Equity","Janus’ vision is to be a trusted partner for our clients by consistently delivering global investment excellence. Our long-term strategy of “intelligent diversification” is focused on reducing the volatility and riskiness of our business through the diversification of product offerings, distribution capabilities and geographic presence. Our current strategic initiatives are focused on:

• Further stabilizing investment performance and growing our equity franchise
• Growing our fixed income business, maximizing opportunities for the fundamental and global macro strategies
• Strengthening our distribution capabilities to better serve our clients
• Delivering on our client promises
• Providing clients with operational excellence","Asia Equity-o","Cayman Islands","Unstructured Hedge Fund","Janus Capital Management LLC","Henderson",2000-11-06,2016-03-31,0,NA,"[2000-11-06 -- 2016-03-31] John Stewart;[2000-11-06 -- 2016-03-31] Justin Bowles;",NA,NA,"S&P 500 PR",2012-07-31,350328388,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+06,"Monetary","Yes",NA,1.5,1.5,20,NA,2,NA,"Yes",NA
"54","Beaumont Fund LLC","US Dollar",NA,"FHUSA04AQR","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Limited Liability Company","Prospero Capital Management",NA,2002-07-01,2011-09-01,0,NA,"[2002-07-01 -- 2011-09-01] Benjamin Bornstein",NA,NA,"Credit Suisse Long/Short Equity TR USD",2011-08-31,8200000,NA,NA,2006-12-31,2006-12-31,40,NA,NA,NA,6,5e+05,"Monetary","Yes",0,1.5,1.5,20,NA,NA,NA,"Yes",NA
"55","AlphaGen Regulus Fund Limited (Class A)","US Dollar",NA,"FOUSA06MUV","Alternative","HF Equity Market Neutral",NA,"Equity Arb-o","Cayman Islands","Unstructured Hedge Fund","Gartmore Investment Ltd","Gartmore",2004-10-31,2011-09-19,0,NA,"[2004-10-31 -- 2011-09-19] Michael Gleason",NA,NA,"S&P 500 TR USD",NA,NA,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,1e+05,"Monetary","Yes",NA,1.5,1.5,20,NA,2,NA,"Yes",NA
"56","AlphaGen Rhocas Fund Limited (Class A)","US Dollar",NA,"FOUSA06MUW","Alternative","HF Europe Long/Short Equity",NA,"UK Equity Long/Short","Cayman Islands","Unstructured Hedge Fund","Gartmore Investment Ltd","Gartmore",2004-06-30,2012-10-01,0,NA,"[2004-07-01 -- 2012-12-03] Tom Hedges;[2004-07-01 -- 2012-12-03] Simon Peters;",NA,NA,"S&P 500 TR USD",NA,NA,NA,NA,2006-12-31,NA,NA,NA,NA,NA,0,1e+06,"Monetary","Yes",NA,1.5,1.5,20,NA,2,NA,"Yes",NA
"57","AlphaGen Tenro Fund Limited (Class A)","US Dollar","KYG2071M1042","FOUSA06MV1","Alternative","HF Asia/Pacific Long/Short Equity","Janus’ vision is to be a trusted partner for our clients by consistently delivering global investment excellence. Our long-term strategy of “intelligent diversification” is focused on reducing the volatility and riskiness of our business through the diversification of product offerings, distribution capabilities and geographic presence. Our current strategic initiatives are focused on:

• Further stabilizing investment performance and growing our equity franchise
• Growing our fixed income business, maximizing opportunities for the fundamental and global macro strategies
• Strengthening our distribution capabilities to better serve our clients
• Delivering on our client promises
• Providing clients with operational excellence","Asia Equity-o","Cayman Islands","Unstructured Hedge Fund","Janus Capital Management LLC","Janus",2006-02-01,2016-05-03,0,NA,"[2006-02-01 -- 2016-05-03] John Stewart;[2006-02-01 -- 2016-05-03] Justin Bowles;",NA,NA,NA,NA,NA,NA,NA,2006-12-31,NA,NA,NA,NA,NA,12,1e+05,"Monetary","Yes",NA,1.5,1.5,20,NA,2,NA,"Yes",NA
"58","AlphaGen Tucana Fund Limited (Class A)","US Dollar","KYG2070N1034","FOUSA06MUX","Alternative","HF Asia/Pacific Long/Short Equity","Janus’ vision is to be a trusted partner for our clients by consistently delivering global investment excellence. Our long-term strategy of “intelligent diversification” is focused on reducing the volatility and riskiness of our business through the diversification of product offerings, distribution capabilities and geographic presence. Our current strategic initiatives are focused on:

• Further stabilizing investment performance and growing our equity franchise
• Growing our fixed income business, maximizing opportunities for the fundamental and global macro strategies
• Strengthening our distribution capabilities to better serve our clients
• Delivering on our client promises
• Providing clients with operational excellence","Developed Asia Equity - Asia Pacific-o","Cayman Islands","Unstructured Hedge Fund","Janus Capital Management LLC","Henderson",2005-01-01,2015-02-28,0,NA,"[2005-01-17 -- 2015-02-28] Roger Guy;[2005-01-17 -- 2010-07-15] Guillaume Rambourg;",NA,NA,"S&P 500 TR USD",2012-07-31,34639691,NA,NA,2006-12-31,NA,NA,NA,NA,NA,24,1e+05,"Monetary","Yes",NA,1,1,30,NA,5,NA,"Yes",NA
"59","Blue Elite Fund Ltd","US Dollar",NA,"FHUSA04GRM","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds","Cayman Islands","Unstructured Hedge Fund","Blue Alternative Asset Management LLC","Blue Elite",2003-02-01,2016-08-30,0,NA,"[2003-02-01 -- 2016-08-30] Peter Getz;[2003-02-01 -- 2016-08-30] Mark Graham;",NA,NA,NA,2015-10-31,60387000,NA,NA,NA,NA,NA,NA,NA,NA,0,1e+06,"Monetary","Yes",0,1,1,10,"Paid at year end",0,0,"Yes",NA
"60","AlphaOne Satori Fund, LP.","US Dollar",NA,"FOUSA090LV","Alternative","HF U.S. Long/Short Equity",NA,"Alphaone Satori LP-o","United States","Exempted Limited Partnership","AlphaOne Capital Partners","AhaOne Capitaartners",2004-03-01,2019-11-29,0,NA,"[2004-03-01 -- 2019-11-29] Dan Niles",NA,NA,"S&P 500 Composite PR USD",2015-11-30,64774406,NA,NA,2008-12-31,2008-12-31,70,NA,NA,NA,0,5e+05,"Monetary",NA,NA,1.5,NA,20,NA,NA,0,"Yes",NA
"61","AlphaSquare USD","US Dollar","IE00B0JJYL60","FOUSA06H2R","Alternative","HF Global Long/Short Equity",NA,"Statistical arbitrage-o","Ireland","Open Ended Investment Company","Finaltis","Finaltis",2005-09-01,2014-10-31,0,NA,"[2005-09-02 -- 2014-10-31] Remy Croisille",NA,NA,"S&P 500 TR USD",2014-07-31,9e+06,NA,NA,NA,NA,NA,NA,NA,NA,0,250000,"Monetary",NA,NA,NA,NA,20,NA,2,NA,"Yes",NA
"62","Blue Elite Fund Ltd Class C01","US Dollar","KYG1340R2588","FHUSA04GRN","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds","Cayman Islands","Unstructured Hedge Fund","Blue Alternative Asset Management LLC","Blue Elite",2005-03-01,2010-07-27,0,NA,"[2005-03-01 -- 2010-07-27] Peter Getz;[2005-03-01 -- 2010-07-27] Mark Graham;",NA,NA,NA,2008-03-31,66280000,NA,NA,NA,NA,NA,NA,NA,NA,12,1e+06,"Monetary","Yes",0,1,1,10,"Paid at year end",0,0,"Yes",NA
"63","AlphaWorks Intl Opportunities L.P.","US Dollar",NA,"FOUSA09L7T","Alternative","HF Equity Market Neutral",NA,"Intl Oppor-o","United States","Exempted Limited Partnership","AlphaWorks LLC",NA,2009-11-02,2010-08-30,0,NA,NA,NA,NA,NA,2010-01-31,1800000,NA,NA,NA,NA,NA,NA,NA,NA,12,1e+06,"Monetary",NA,NA,1.5,NA,20,NA,NA,NA,"Yes",NA
"64","AlphaWorks Long/Short Opportunities L.P.","US Dollar",NA,"FOUSA08SEW","Alternative","HF Equity Market Neutral",NA,"AlphaWorks L/S Opportunties-o","United States","Partnership (3C7)","AlphaWorks LLC",NA,2007-11-01,2010-09-21,0,NA,"[2007-11-01 -- 2010-09-21] Ivan Feinseth",NA,NA,NA,2010-02-28,7200000,NA,NA,2008-12-31,2008-12-31,300,NA,NA,NA,12,1e+06,"Monetary",NA,NA,1.5,NA,20,NA,NA,NA,"Yes",NA
"65","Alta Cima Equity, LP","US Dollar",NA,"FOUSA06BO2","Alternative","HF Global Long/Short Equity",NA,"Global Equity-o","United States","Partnership (3C1)","Alta Cima Advisors, LLC","Alta Cima",2004-12-10,2012-12-31,0,NA,"[2004-12-10 -- 2012-12-31] Scott K. Olle",NA,NA,"Credit Suisse Long/Short Equity TR USD",2012-12-31,503059,NA,NA,2008-12-31,2008-12-31,1000,NA,NA,NA,0,2e+05,"Shares","Yes",NA,1.5,1.5,20,NA,NA,8,"Yes",NA
"66","Blue Elite LP","US Dollar",NA,"FHUSA04GRO","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds","United States","Partnership (3C1)","Blue Alternative Asset Management LLC","Blue Elite",2003-02-01,2019-05-08,0,"Peter Getz","[2003-02-01 -- ] Peter Getz",17.58,17.58,"S&P 500 Composite PR USD",2015-09-30,2715000,NA,NA,NA,NA,NA,NA,NA,2003-02-01,0,1e+06,"Monetary","Yes",0,1,1,10,NA,0,0,"Yes",NA
"67","Alternative Investments Institutional LP","US Dollar",NA,"FOUSA0906W","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds","United States","Partnership (3C7)","Alternative Investment Group LLC","Alternative Investment Group",1998-01-01,NA,1,"David K. Storrs;Stewart H. Greenfield;Maria L.C. Tapia;Marita Wein;Richard Cheung;Sam Sussman;Joel Gantcher;Christopher Ayton;","[1998-01-01 -- ] David K. Storrs;[1998-01-01 -- ] Stewart H. Greenfield;[2002-05-01 -- ] Maria L.C. Tapia;[2003-02-01 -- ] Marita Wein;[2005-08-01 -- ] Richard Cheung;[2012-01-03 -- ] Sam Sussman;[2012-01-03 -- ] Joel Gantcher;[2008-03-01 -- ] Christopher Ayton;",22.67,15.77,"HFRI Fund of Funds Composite USD",2020-07-31,39112214,2020-07-31,39112214,2014-12-31,2014-12-31,21,NA,NA,1998-01-01,12,1e+06,"Monetary",NA,NA,0.8,NA,5,NA,0,0,"Yes",NA
"68","Blue Rock Capital Fund LP","US Dollar",NA,"FHUSA04GRQ","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds","United States","Partnership (3C1)","Blue Rock Advisors Inc","Blue Rock",1991-07-01,NA,1,"Robert W. Fullerton;Mark F. Steen;Robbie Burkhart;","[1991-07-01 -- ] Robert W. Fullerton;[1991-07-01 -- ] Mark F. Steen;[2002-12-03 -- ] Robbie Burkhart;",29.17,25.36,"USTREAS Stat US T-Bill 90 Day TR",2015-12-31,655700000,NA,NA,NA,2006-12-31,2,NA,NA,1991-07-01,0,5e+05,"Monetary","No",0,1,1,0,NA,NA,0,"No",NA
"69","Bradford Capital, L.P.","US Dollar",NA,"FOUSA05KYH","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity","United States","Partnership (3C1)","Bradford Capital LLC","Bradford Capital",1997-06-01,NA,1,"Timothy Rice","[1997-06-01 -- ] Timothy Rice",23.25,23.25,NA,2015-07-31,2.3e+07,2020-08-31,2.7e+07,NA,2006-12-31,25,NA,"Male",1997-06-01,0,1e+05,"Monetary","No",0,1,1,0,NA,NA,NA,"Yes",NA
"70","Altree Africa Opportunities Fd SAC Ltd","US Dollar",NA,"FOUSA05JOS","Alternative","HF Emerging Markets Long/Short Equity",NA,"Emerging Market Equity","United States","Unstructured Hedge Fund","Finch International Advisors Limited","Fh International Advisors",2006-06-01,NA,1,"Jenni Chamberlain","[2006-06-01 -- ] Jenni Chamberlain",14.25,14.25,"S&P 500 TR USD",2012-07-31,67200000,NA,NA,NA,NA,NA,NA,NA,2006-06-01,NA,NA,NA,NA,NA,2,NA,20,NA,NA,NA,"Yes",NA
"71","Bull Path I Fund LP","US Dollar",NA,"FHUSA04GUH","Alternative","HF U.S. Long/Short Equity",NA,"US Equity - L/S-o","Cayman Islands","Partnership (3C7)","Bull Path Capital Management",NA,2002-10-01,2010-07-27,0,NA,"[2002-10-01 -- 2010-07-27] Robert Kaimowitz",NA,NA,NA,2007-10-31,2.9e+07,NA,NA,2006-12-31,2006-12-31,0,NA,NA,NA,12,1e+06,"Monetary","Yes",0,1,1,20,NA,0,0,"Yes",NA
"72","America First Fin Inst Inv","US Dollar",NA,"FHUSA04BFK","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity-o","United States","Partnership (3C1)","America First Fin Inst Mgt LLC",NA,1998-01-23,2011-05-18,0,NA,"[2004-06-01 -- 2011-05-18] Barry Dunaway;[1998-01-01 -- 2011-05-18] Eric Ball;",NA,NA,NA,2010-10-31,12251973,NA,NA,NA,NA,NA,NA,NA,NA,12,1e+06,"Monetary",NA,NA,1,NA,20,NA,0,NA,"No",NA
"73","American Pegasus Auto Loan Fund","US Dollar","KYG5463B2067","FOUSA06OCT","Alternative","HF U.S. Long/Short Equity",NA,"Alternative-o","Cayman Islands","Limited Liability Company","American Pegasus LDG, LLC",NA,2005-09-30,2010-06-21,0,NA,NA,NA,NA,NA,2008-12-31,90700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,"Monetary","No",NA,1.5,1.5,20,NA,NA,NA,"Yes",NA
"74","Amphora Small Cap Value Fund, LLLP","US Dollar",NA,"F00000GXAJ","Alternative","HF U.S. Long/Short Equity",NA,"Amphora Small Cap Value Fund-o","United States","Non-Exempted Limited Partnership","Vernalis Group, LLC",NA,2010-01-04,2010-11-18,0,NA,"[2010-01-04 -- 2010-11-18] Chris Doll;[2010-01-04 -- 2010-11-18] Bill Moyes;",NA,NA,NA,2010-04-30,2261000,NA,NA,NA,NA,NA,NA,NA,NA,12,1e+05,"Monetary",NA,NA,1,NA,20,NA,0,5,"Yes",NA
"75","Analytic US Market Neutral Offshore Ltd","US Dollar",NA,"FHUSA04GCY","Alternative","HF Equity Market Neutral",NA,"Equity Arbitrage-o","Cayman Islands","Unstructured Hedge Fund","Analytic Investors",NA,1999-02-01,2010-08-30,0,NA,"[1999-02-01 -- 2010-08-30] Dennis M. Bein;[1999-02-01 -- 2010-08-30] Harindra de Silva;",NA,NA,"USTREAS Stat US T-Bill 90 Day TR",2009-10-31,180100000,NA,NA,2006-12-31,2006-12-31,400,NA,NA,NA,0,1e+06,"Monetary","No",NA,0.4,0.4,20,NA,NA,1.7,"Yes","Full"
"76","APM - Equity Long Short Fund, L.P.","US Dollar",NA,"F00000IRMU","Alternative","HF U.S. Long/Short Equity",NA,"Long/Short Equity-o","United States","Exempted Limited Partnership","Altegris Funds","Altegris",2010-02-01,2010-11-18,0,NA,"[2010-02-01 -- 2010-11-18] Allen H. Cheng;[2010-02-01 -- 2010-11-18] Curtis Macnguyen;",NA,NA,NA,2010-04-30,9722145,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,"Monetary",NA,NA,1.5,NA,20,NA,NA,NA,"Yes",NA
"77","CAM International Fund LP","US Dollar",NA,"FHUSA04GV1","Alternative","HF Fund of Funds - Equity",NA,"Fund of Funds - Int'l-o","United States","Partnership (3C1)","CA Partners LLC",NA,1994-01-01,2010-06-21,0,NA,"[1994-01-01 -- 2010-06-21] Alastair Keith;[1994-01-01 -- 2010-06-21] Peter Morse;",NA,NA,"MSCI EAFE PR USD",2009-10-31,22400000,NA,NA,NA,NA,NA,NA,NA,NA,12,250000,"Monetary","No",0,1.5,1.5,0,NA,NA,NA,"No",NA
"78","Canterbury Growth Fund Ltd","US Dollar",NA,"FHUSA04GWP","Alternative","HF U.S. Long/Short Equity",NA,"U.S. Equity","Bermuda","Corporation","Hangar 4 Partners LLC","Hangar 4 Partners",1996-01-01,NA,1,NA,NA,NA,NA,"Hennessee HF Growth TR USD",2015-08-31,2200000,2020-08-31,3600000,2006-12-31,2006-12-31,100,NA,NA,NA,0,1e+05,"Monetary","Yes",0,1,1,20,NA,1,NA,"Yes",NA
"79","Ardennes Opportunity Fund, LP","US Dollar",NA,"FOUSA08ODO","Alternative","HF U.S. Long/Short Equity",NA,"Ardennes Opportunity-o","United States","Partnership (3C1)","Ardennes Capital Mgmt.,LLC",NA,2006-06-01,2011-11-01,0,NA,"[2006-06-01 -- 2011-11-01] John Higgins",NA,NA,NA,2011-05-31,17417785,NA,NA,2008-12-31,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,20,NA,NA,NA,NA,NA
"80","Ardsley Offshore Fund, Ltd.","US Dollar",NA,"FHUSA04GF8","Alternative","HF Global Long/Short Equity",NA,"long/short equity hedge fund-o","United States","Registered Hedge Fund","Ardsley Partners","Ardsley Partners",1989-04-03,2013-04-01,0,NA,NA,NA,NA,NA,2013-03-31,4463732,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,"Monetary",NA,NA,1.5,NA,20,NA,0,NA,"Yes",NA
"81","Capital Partner Investments Partnership","US Dollar",NA,"FHUSA04F0S","Equity","HF Long-Only Equity","First and foremost, the firm’s overall business strategy is intensely focused on producing above average returns for our investors by generating market returns in “up” markets and outperforming in “down” markets. The firm follows a disciplined private market valuation process that generates buy and sell targets for a defined universe of predictable and understandable businesses. The ability to grow the firm is effectively tied to the capacity of the firm’s investment professionals to generate attractive investment ideas. While the firm does not have a hard ceiling in terms of AUM at this point, its management believes that a doubling of its AUM would not impair its investment results. The firm’s target investment partner account is $1 million and above, in both partnership and separately managed account formats.","U.S. Equity-o","United States","Partnership (3C1)","KDI Capital Partners LLC","Kdi",1996-11-19,2016-08-26,0,NA,"[1996-11-19 -- 2016-08-26] John Day;[2004-09-27 -- 2016-08-26] Sheldon Fox;",NA,NA,"S&P 500 TR USD",2016-03-31,62808310,NA,NA,2006-12-31,2006-12-31,60,NA,NA,NA,0,5e+06,"Monetary","No",0,0.75,0.75,20,NA,NA,NA,"No",NA
"82","Ardsley Partners Renewable Energy LP","US Dollar",NA,"FOUSA06A64","Alternative","HF Global Long/Short Equity",NA,"Global Equity","United States","Partnership (3C1)","Ardsley Partners","Ardsley Partners",2006-07-03,NA,1,"Philip J. Hempleman;Spencer J. Hempleman;","[2006-07-01 -- ] Philip J. Hempleman;[2006-07-01 -- ] Spencer J. Hempleman;",14.17,14.17,NA,2020-08-31,170234081,2020-08-31,170234081,2006-12-31,NA,NA,NA,NA,2006-07-01,12,1e+06,"Monetary","No",NA,1.5,1.5,20,NA,NA,0,"Yes",NA
"83","Argonaut Global Equities Partnership LP","US Dollar",NA,"FHUSA04GFF","Alternative","HF Global Long/Short Equity",NA,"Global Equity-o","United States","Partnership (3C1)","Argonaut Capital Management Corp","Argonaut",2000-07-03,2017-02-23,0,NA,NA,NA,NA,NA,2016-11-30,2e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,"Monetary",NA,NA,2,NA,20,NA,NA,NA,NA,NA
"84","Aristides Fund LP","US Dollar","US0404271068","FOUSA088YN","Alternative","HF U.S. Long/Short Equity",NA,"US Equity","United States","Partnership (3C1)","Aristides Capital LLC","Aristides Capital",2008-08-15,NA,1,"Christopher M. Brown","[2008-08-15 -- ] Christopher M. Brown",12.08,12.08,"(FTSE Treasury Bill 1 Mon USD) 50.000% + ( Russell 2000 PR USD) 50.000%",2015-12-31,64800000,2020-08-31,78300000,2008-12-31,2008-12-31,1000,NA,NA,2008-08-15,0,2e+05,"Monetary",NA,NA,0.25,NA,20,NA,3,0,"Yes",NA
